id,ut,doi,pmid,times cited,source
26,WOS:000436977600015,10.1080/10903127.2017.1413466,29351495,4,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000436977600015&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
27,WOS:000430830100002,10.1007/s00403-018-1808-x,29442137,7,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000430830100002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
28,WOS:000356454800007,10.1016/j.oooo.2015.03.007,26093680,10,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000356454800007&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
29,WOS:000406631400008,10.7326/M17-0598,28715848,49,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000406631400008&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
30,WOS:000432162600049,10.1016/j.arthro.2017.10.048,29366742,5,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000432162600049&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
31,WOS:000437319200007,10.1176/appi.ajp.2018.17070836,29558816,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000437319200007&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
32,WOS:000396442500008,10.1016/j.wneu.2016.05.086,27269210,6,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000396442500008&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
33,WOS:000361384500004,10.1017/S1041610214002877,25592720,12,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000361384500004&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
34,WOS:000414717800006,10.1055/s-0043-106578,28573176,9,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000414717800006&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
35,WOS:000371800200002,10.3109/15622975.2015.1132007,26912127,60,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000371800200002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
36,WOS:000412709200011,10.1302/1863-2548.11.170109,29081856,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000412709200011&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
37,WOS:000429491000002,10.3928/01484834-20180322-02,29614187,1,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000429491000002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
38,WOS:000431742500017,10.1080/09546634.2017.1364688,28817990,1,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000431742500017&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
39,WOS:000442857300015,10.1097/PRS.0000000000004691,30148786,2,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000442857300015&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
40,WOS:000410998300041,10.1016/j.amjmed.2017.05.041,28687263,14,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000410998300041&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
41,WOS:000333450400002,10.1097/MCO.0000000000000039,24500437,11,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000333450400002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
42,WOS:000367452300006,10.1093/geront/gnu014,24637252,25,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000367452300006&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
43,WOS:000344350600019,10.1111/acer.12529,25346507,26,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000344350600019&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
44,WOS:000357387800011,10.2105/AJPH.2014.302498,25713970,38,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000357387800011&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
45,WOS:000432327800001,10.1177/2325967118770986,29770344,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000432327800001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
46,WOS:000429461800033,10.1177/0363546517701912,28423287,15,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000429461800033&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
47,WOS:000408568300016,10.1200/JCO.2017.72.4401,28437162,39,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000408568300016&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
48,WOS:000432942700042,10.1016/j.wneu.2018.02.033,29454115,18,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000432942700042&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
49,WOS:000404610700014,10.1093/rheumatology/kex056,28371859,15,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000404610700014&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
10,WOS:000383246600003,10.1002/mdc3.12225,26998505,5,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000383246600003&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
11,WOS:000337660600029,10.1136/amiajnl-2013-002370,24682495,17,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000337660600029&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
12,,,,0,N/A
13,WOS:000390955000001,10.1186/s12978-016-0251-8,27846848,4,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000390955000001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
14,WOS:000366552700004,10.1186/s12889-015-2585-5,26678996,11,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000366552700004&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
15,WOS:000349415300003,10.1186/s12889-015-1354-9,25604454,33,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000349415300003&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
16,WOS:000439446600007,10.1007/s00167-018-4838-1,29340746,6,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000439446600007&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
17,WOS:000451443900001,10.1177/2325967118801762,30364394,4,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000451443900001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
18,WOS:000412484500026,10.1177/0363546517692543,28288280,11,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000412484500026&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
19,WOS:000438111000005,10.1007/s40279-018-0871-y,29453743,12,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000438111000005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
0,WOS:000347646000060,10.1002/14651858.CD009439.pub2,25353703,12,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000347646000060&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
1,WOS:000436574700008,10.1016/j.cjca.2018.04.006,29960616,4,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000436574700008&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
2,WOS:000406916700018,10.1016/j.spinee.2017.04.005,28434926,1,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000406916700018&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
3,WOS:000429246600006,10.12788/jhm.2979,29624188,2,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000429246600006&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
4,WOS:000406420400004,10.1055/s-0037-1602658,28465865,2,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000406420400004&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
5,WOS:000386769500017,10.1016/j.jaad.2016.07.002,27615798,19,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000386769500017&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
6,WOS:000441137000014,10.1016/j.anai.2018.05.005,29753832,6,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000441137000014&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
7,WOS:000454977900005,10.1093/humupd/dmy032,30307509,2,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000454977900005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
8,WOS:000427902500001,10.1186/s40035-018-0112-1,29568518,10,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000427902500001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
9,WOS:000440852100010,10.1111/sltb.12369,28731200,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000440852100010&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
20,WOS:000385665000002,10.1097/WNN.0000000000000104,27662450,10,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000385665000002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
21,WOS:000403655300002,10.1177/1933719116670518,27688245,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000403655300002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
22,WOS:000389600100020,10.1002/14651858.CD005146.pub3,,15,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000389600100020&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
23,WOS:000335848100001,10.2147/COPD.S63378,24868153,12,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000335848100001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
24,WOS:000361905800001,10.1177/1753465815589698,26085510,15,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000361905800001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
25,WOS:000399850800001,10.1016/j.vaccine.2017.02.045,28284682,8,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000399850800001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
26,WOS:000385128800001,10.1007/s12325-016-0388-4,27531519,15,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000385128800001&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
27,WOS:000396378100021,10.1016/j.chest.2016.08.1461,27615023,16,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000396378100021&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
28,WOS:000395649200008,10.1111/jgh.13476,27356122,6,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000395649200008&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
29,WOS:000448665400005,10.1016/j.anai.2018.03.010,29551402,5,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000448665400005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
30,WOS:000355807400011,10.1001/jamapsychiatry.2015.0071,25785575,381,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000355807400011&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
31,WOS:000378520100034,10.1542/peds.2015-4496,27230765,27,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000378520100034&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
32,WOS:000336013700009,10.1159/000360609,24751886,23,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000336013700009&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
33,WOS:000401872300020,10.1001/jamacardio.2016.0218,27438118,20,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000401872300020&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
34,WOS:000466199300003,10.1055/s-0039-1678750,31003246,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000466199300003&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
35,WOS:000456352300024,10.1016/j.vaccine.2017.01.083,28483201,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000456352300024&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
36,WOS:000415165200017,10.1016/j.cgh.2017.06.002,28606848,6,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000415165200017&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
37,WOS:000411795100007,10.1097/LGT.0000000000000338,28953110,8,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000411795100007&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
38,WOS:000343952000028,10.1016/j.ejogrb.2014.07.047,25150953,13,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000343952000028&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
39,WOS:000382922400020,10.1007/s00404-016-4048-3,26897498,6,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000382922400020&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
40,WOS:000444945000018,10.1002/ccd.27359,29024274,2,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000444945000018&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
41,WOS:000373918100023,10.1016/j.ijcard.2016.02.146,26991555,39,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000373918100023&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
42,WOS:000372725100006,10.1055/s-0042-100194,27004242,13,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000372725100006&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
43,WOS:000388822900005,10.1136/archdischild-2016-310814,27226525,7,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000388822900005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
44,WOS:000389399100010,10.2522/ptj.20150401,27313240,25,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000389399100010&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
45,WOS:000390623200007,10.1016/j.ijnurstu.2016.09.014,27684321,21,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000390623200007&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
46,WOS:000432094000002,10.1177/1357633X17696587,28350281,3,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000432094000002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
47,WOS:000351307700018,10.1007/s11904-014-0239-3,25626718,100,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000351307700018&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
48,WOS:000449399700005,10.7326/M18-1161,30383109,5,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000449399700005&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
49,WOS:000388320400007,10.1097/BCR.0000000000000282,26284636,9,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000388320400007&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
10,WOS:000344367000003,10.1007/s40271-014-0055-2,24668214,35,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000344367000003&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
11,WOS:000397352300015,10.1017/ice.2016.324,28300019,7,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000397352300015&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
12,WOS:000451806000007,10.7326/M18-1523,30383133,0,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000451806000007&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
13,WOS:000449215800002,10.1001/jamapediatrics.2018.2847,30193325,10,http://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcApp=PARTNER_APP&SrcAuth=LinksAMR&KeyUT=WOS:000449215800002&DestLinkType=FullRecord&DestApp=ALL_WOS&UsrCustomerID=d97ee273a286b266effa72435a0a7f77
